정답,연도,월,번호,단원,유형,서술형
3,2012,11,27,2012-11-27,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ 이 글의 핵심어에 동그라미 표시하시고 핵심어의 특징을 나타내는 어구에 모두 빨간색 표시하세요.\r\n■ 특징의 원인을 나타내는 어구에 모두 파란색 표시하세요.
4,2012,11,28,2012-11-28,[어휘],■ counseling process에 관한 “일반적인 사람의 통념”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “글쓴이의 주장”에 관한 어구에 모두 빨간색 표시하세요.
4,2012,11,29,2012-11-29,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
2,2012,11,30,2012-11-30,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Obsorb의 관한 내용에 대해서 모두 파란색 표시하세요.
4,2012,11,31,2012-11-31,[빈칸],■ “observe”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “learn”에 해당하는 어구에 모두 파란색 표시하세요.
2,2012,11,32,2012-11-32,[빈칸],■ “mirror”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “mirror”의 반대개념에 해당하는 어구에 모두 파란색 표시하세요.
1,2012,11,33,2012-11-33,[빈칸],■ “silliest suggestions”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “best idea”에 해당하는 어구에 모두 파란색 표시하세요.
1,2012,11,34,2012-11-34,[빈칸],■ “garbage processing centers”에 관한 어구에 모두 빨간색 표시하세요.\r\n■ “buy”에 관한 어구에 모두 파란색 표시하세요.
3,2012,11,35,2012-11-35,[빈칸],■ “competitiveness”에 관한 어구에 모두 빨간색 표시하세요.\r\n■ “competitiveness”의 반대 개념에 관한 어구에 모두 파란색 표시하세요.
5,2012,11,36,2012-11-36,[빈칸],■ “can't predict the future”에 관한 어구에 모두 빨간색 표시하세요.\r\n■ “can't predict the future”의 이유 및 글쓴이의 주장에 관한 어구에 모두 파란색 표시하세요.
3,2012,11,37,2012-11-37,[연결사],■ “treating people with respect.”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “feel connected”에 해당하는 어구에 모두 파란색 표시하세요.
1,2012,11,38,2012-11-38,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “academic painters”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “folk painting”에 해당하는 어구에 모두 파란색 표시하세요.
4,2012,11,39,2012-11-39,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “drove the boom in piano sales”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “drove the boom in piano sales”반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
2,2012,11,40,2012-11-40,[요약문완성],■ “cooking”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “cooking”의 결과 해당하는 어구에 모두 파란색 표시하세요.
4,2012,11,41,2012-11-41,[장문2],■ “analysis”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “analysis” 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
4,2012,11,42,2012-11-42,[장문2],
2,2012,11,43,2012-11-43,[장문3],■ he[him]가 될 수 있는 첫 번째 명사에 동그라미 표시하시고 him의 특징 혹은 행동 대한 어구에 모두 빨간색 표시하세요.\r\n■ he[him]가 될 수 있는 두 번째 명사에 세모 표시하시고 him의 특징 혹은 행동 대한 어구에 모두 파란색 표시하세요.\r\n■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.
2,2012,11,44,2012-11-44,[장문3],
2,2012,11,45,2012-11-45,[장문3],
4,2013,3,23,2013-03-23,[주장],■ “limit their lives”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,3,24,2013-03-24,[요지],■ “somebody”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “당신의 태도”를 나타낸 어구에 모두 파란색 표시하세요.
3,2013,3,25,2013-03-25,[제목],■ “Tuesdays”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Tuesdays”의 반대개념 해당하는 어구에 모두 파란색 표시하세요.
5,2013,3,26,2013-03-26,[지칭추론],■ He[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ He[him]이 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
3,2013,3,27,2013-03-27,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “different chair drawings”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,3,28,2013-03-28,[어휘],■ “come up with clever plans”에 관한 어구에 모두 파란색 표시하세요.
4,2013,3,29,2013-03-29,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
3,2013,3,30,2013-03-30,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Grace의 관한 내용에 대해서 모두 파란색 표시하세요.
5,2013,3,31,2013-03-31,[빈칸],■ “exactly alike”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “exactly alike”와 반대 개념의 어구에 모두 파란색 표시하세요.
4,2013,3,32,2013-03-32,[빈칸],■ 이 글의 핵심어에 동그라미 표시하시고 핵심어의 특징 에 해당하는 어구에 모두 빨간색 표시하세요.
4,2013,3,33,2013-03-33,[빈칸],■ “tornado”의 특징에 해당하는 어구에 모두 빨간색 표시하세요.
3,2013,3,34,2013-03-34,[빈칸],■ “fulfillment”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “fulfillment”와 반대 개념의 어구에 모두 파란색 표시하세요.
4,2013,3,35,2013-03-35,[빈칸],■ “Olympics”의 특징 관한 어구에 모두 파란색 표시하세요.
3,2013,3,36,2013-03-36,[빈칸],■ “you need to remember”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “you need to remember”에 반대 개념 관한 어구에 모두 빨간색 표시하세요.
4,2013,3,37,2013-03-37,[연결사],■ 이 글의 핵심어에 동그라미 표시하시고 핵심어의 첫 번째 예시에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어의 두 번째 예시에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,3,38,2013-03-38,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ Winston Churchill의 행동 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ Henry Luce의 행동에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,3,39,2013-03-39,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “earth were flat”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “earth were flat”과 반대 개념에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,3,40,2013-03-40,[요약문완성],■ “relational words”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “live longer”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,3,41,2013-03-41,[장문2],■ “animals”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Plants”에 해당하는 어구에 모두 파란색 표시하세요.
1,2013,3,42,2013-03-42,[장문2],
5,2013,3,43,2013-03-43,[장문3],■he[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 he의 특징 혹은 행동에 대한 어구에 모두 빨간색 표시하세요.\r\n■ he[him]이  될 수 있는 두 번째 명사에 세모 표시하시고 he의 특징 혹은 행동에 대한 어구에 모두 파란색 표시하세요.\r\n■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모 표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.
1,2013,3,44,2013-03-44,[장문3],
5,2013,3,45,2013-03-45,[장문3],
1,2013,6,23,2013-06-23,[목적],■ “이글의 배경”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글의 목적”에 해당하는 어구에 모두 파란색 표시하세요.
2,2013,6,24,2013-06-24,[주장],■ “Generalized praise”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Generalized praise”의 반대개념을 나타낸 어구에 모두 파란색 표시하세요.
2,2013,6,25,2013-06-25,[제목],■ “fifteen months”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “two weeks”에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,6,26,2013-06-26,[지칭추론],■ He[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ He[him]이 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
3,2013,6,27,2013-06-27,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “I의 입장”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “My mother 의 입장”에 해당하는 어구에 모두 파란색 표시하세요.
1,2013,6,28,2013-06-28,[어휘],■ 이 글의 핵심어에 동그라미 표시하시고 핵심어의 긍정적 기능을 나타낸 어구에 모두 파란색 표시하세요.\r\n■ 핵심어의 부정적 기능을 나타낸 어구에 모두 빨간색 표시하세요.
5,2013,6,29,2013-06-29,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
1,2013,6,30,2013-06-30,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Botswana의 관한 내용에 대해서 모두 파란색 표시하세요.
5,2013,6,31,2013-06-31,[심경분위기],■ 분위기를 나타낸 어구에 모두 밑줄 표시하세요.
2,2013,6,32,2013-06-32,[빈칸],■ “Output decreases” 에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Break”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,6,33,2013-06-33,[빈칸],■ “box made out of plastic and glass”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “ruin the manners”에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,6,34,2013-06-34,[빈칸],■ “animals use a type of language”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “learning takes some time”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,6,35,2013-06-35,[빈칸],■ “changes only one thing”에 관한 어구에 모두 파란색 표시하세요.\r\n■ changes only one thing의 결과“에 관한 어구에 모두 빨간색 표시하세요.
1,2013,6,36,2013-06-36,[빈칸],■ “sound is carried”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “sound is carried”의 방법 관한 어구에 모두 빨간색 표시하세요.
5,2013,6,37,2013-06-37,[연결사],■ “remove”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “remove”의 결과에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,6,38,2013-06-38,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ Creating a cushion에 해당하는 어구에 모두 빨간색 표시하세요.
3,2013,6,39,2013-06-39,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “Dolphins love to imitate”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “don’t limit themselves to imitating each other”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,6,40,2013-06-40,[요약문완성],■ “(A)”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “(B)”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,6,41,2013-06-41,[장문2],■ “problem-solving”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “acknowledgment of feelings”에 해당하는 어구에 모두 파란색 표시하세요.
2,2013,6,42,2013-06-42,[장문2],
5,2013,6,43,2013-06-43,[장문3],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모 표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ he[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 he의 특징 혹은 행동에 대한 어구에 모두 빨간색 표시하세요.\r\n■ he[him]이  될 수 있는 두 번째 명사에 세모 표시하시고 he의 특징 혹은 행동에 대한 어구에 모두 파란색 표시하세요.\r\n■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.
2,2013,6,44,2013-06-44,[장문3],
1,2013,6,45,2013-06-45,[장문3],
4,2013,9,23,2013-09-23,[주장],■ “simple change in route”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “changed our whole day”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,9,24,2013-09-24,[요지],■ “frog”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,9,25,2013-09-25,[제목],■ “increase your water”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “increase your water”반대 개념의 어구에 모두 파란색 표시하세요.
5,2013,9,26,2013-09-26,[지칭추론],■ He[him]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 They의 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ He[him]이 될 수 있는 두 번째 명사에 세모 표시하시고 They의 특징에 대한 어구에 모두 파란색 표시하세요.
2,2013,9,27,2013-09-27,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “Grateful people”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “Selfish adults”에 해당하는 어구에 모두 파란색 표시하세요.
2,2013,9,28,2013-09-28,[어휘],■ “groups”를 나타낸 어구에 모두 파란색 표시하세요.\r\n■ “groups”과 반대 개념을 나타낸 어구에 모두 빨간색 표시하세요.
3,2013,9,29,2013-09-29,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
1,2013,9,30,2013-09-30,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ American Coots의 관한 내용에 대해서 모두 파란색 표시하세요.
4,2013,9,31,2013-09-31,[빈칸],■ “consistency” 에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “consistency”와 반대 개념의 어구에 모두 파란색 표시하세요.
5,2013,9,32,2013-09-32,[빈칸],■ “old map” 에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “modern map ”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,9,33,2013-09-33,[빈칸],■ “아이들의 특징”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “부모님의 역할”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,9,34,2013-09-34,[빈칸],■ 핵심어에 동그라미 표시하시고 핵심어의 역할에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “핵심어의 역할의 원인”에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,9,35,2013-09-35,[빈칸],■ “encounter a dangerous circumstance”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “encounter a dangerous circumstance”때의 결과에 관한 어구에 모두 빨간색 표시하세요.
2,2013,9,36,2013-09-36,[빈칸],■ “이 글의 배경”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “글쓴이의 주장”에 관한 어구에 모두 빨간색 표시하세요.
2,2013,9,37,2013-09-37,[연결사],■ “media”의 주장에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “글쓴이의 주장”에 해당하는 어구에 모두 파란색 표시하세요.
1,2013,9,38,2013-09-38,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ 핵심어에 동그라미 표시하시고 핵심어의 정의 및 핵심어를 하는 상황에 관한 어구에 모두 밑줄 표시하세요.\r\n■ physiological reason behind blinking에 관한 어구에 모두 빨간색 표시하세요.\r\n■ psychological reasons behind blinking에 관한 어구에 모두 파란색 표시하세요.
4,2013,9,39,2013-09-39,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ 핵심어에 동그라미 표시하시고 핵심어가 적용되는 첫번째 분야에 관한 어구에 모두 빨간색 표시하세요.\r\n■ 핵심어가 적용되는 두번째 분야에 모두 파란색 표시하세요.
4,2013,9,40,2013-09-40,[요약문완성],■ “immediate reward”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “delayed reward”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,9,41,2013-09-41,[장문2],■ “The responses of others”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “bring value to your mode of self-expression”에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,9,42,2013-09-42,[장문2],
1,2013,9,43,2013-09-43,[장문3],■ she[her]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 she의 특징 혹은 행동에 대한 어구에 모두 빨간색 표시하세요.\r\n■ she[her]이  될 수 있는 두 번째 명사에 세모 표시하시고 she의 특징 혹은 행동에 대한 어구에 모두 파란색 표시하세요.\r\n■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모 표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.
3,2013,9,44,2013-09-44,[장문3],
5,2013,9,45,2013-09-45,[장문3],
4,2013,11,23,2013-11-23,[지칭추론],"■ she[her]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 she의 행동, 특징에 대한 어구에 모두 빨간색 표시하세요.\r\n■ she[her]이 될 수 있는 두 번째 명사에 세모 표시하시고 she의 행동, 특징에 대한 어구에 모두 파란색 표시하세요."
1,2013,11,24,2013-11-24,[요지],■ “depends on how you feel.”에 해당하는 어구에 모두 빨간색 표시하세요.
4,2013,11,25,2013-11-25,[주제],■ “Hippocratic ideas”에 해당하는 어구에 모두 빨간색 표시하세요.
1,2013,11,26,2013-11-26,[제목],■ “identify your values”에 해당하는 어구에 모두 빨간색 표시하세요.
4,2013,11,27,2013-11-27,[어법],■ 각 문항의 어법 출제 의도를 설명하시고 올바른 답을 고르세요.\r\n■ “zigzag”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “work harder”에 해당하는 어구에 모두 파란색 표시하세요.
4,2013,11,28,2013-11-28,[어휘],■ “leader’s emotional style”를 나타낸 어구에 모두 파란색 표시하세요.\r\n■ “everyone else’s moods and behaviors.”를 나타낸 어구에 모두 빨간색 표시하세요.
3,2013,11,29,2013-11-29,[도표],■ 도표의 내용과 일치 하지 않는 내용을 올바르게 고치세요.
3,2013,11,30,2013-11-30,[일치불일치],■ 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ Clyde W. Tombaugh의 관한 내용에 대해서 모두 파란색 표시하세요.
1,2013,11,31,2013-11-31,[빈칸],■ “running” 에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “yoga”에 해당하는 어구에 모두 파란색 표시하세요.\r\n■ weight lifting에 해당하는 어구에 모두 밑줄 표시하세요.
4,2013,11,32,2013-11-32,[빈칸],■ “enter a room” 에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “bring a type of energy ”에 해당하는 어구에 모두 파란색 표시하세요.
1,2013,11,33,2013-11-33,[빈칸],■ 핵심어에 동그라미 표시하시고 loyal에 관한 어구에 모두 파란색 표시하세요.\r\n■ “break the deal” 에 해당하는 어구에 모두 빨간색 표시하세요.
3,2013,11,34,2013-11-34,[빈칸],■ “Ethical decision”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “moral imagination”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,11,35,2013-11-35,[빈칸],■ “Humans who lived as hunter-gatherers”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “Humans who lived as hunter-gatherers”와 반대개념에 관한 어구에 모두 빨간색 표시하세요.
2,2013,11,36,2013-11-36,[빈칸],■ “laying eggs”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “pregnant birds”에 관한 어구에 모두 빨간색 표시하세요.
5,2013,11,37,2013-11-37,[연결사],■ “ability”의 주장에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “motivated”에 해당하는 어구에 모두 파란색 표시하세요.
3,2013,11,38,2013-11-38,[순서],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “timed”에 관한 어구에 모두 파란색 표시하세요.\r\n■ “deprived of regular intervals”에 관한 어구에 모두 빨간색 표시하세요.
4,2013,11,39,2013-11-39,[문장넣기],■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.\r\n■ “Al-Khwarizmi”의 업적에 관한 어구에 모두 파란색 표시하세요.\r\n■ “아라비아 숫자가 탄생한 배경”을 나타낸 어구에 모두 빨간색 표시하세요.
2,2013,11,40,2013-11-40,[요약문완성],■ “excluded records”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “desirable”에 해당하는 어구에 모두 파란색 표시하세요.
1,2013,11,41,2013-11-41,[장문2],■ “because”에 해당하는 어구에 모두 빨간색 표시하세요.\r\n■ “justifies asking to jump ahead”에 해당하는 어구에 모두 파란색 표시하세요.
5,2013,11,42,2013-11-42,[장문2],
4,2013,11,43,2013-11-43,[장문3],■ she[her]이 될 수 있는 첫 번째 명사에 동그라미 표시하시고 she의 특징 혹은 행동에 대한 어구에 모두 빨간색 표시하세요.\r\n■ she[her]이  될 수 있는 두 번째 명사에 세모 표시하시고 she의 특징 혹은 행동에 대한 어구에 모두 파란색 표시하세요.\r\n■ 45번 보기의 내용을 본문에 모두 번호 표시하시고 일치 하지 않는 내용은 올바르게 고치세요.\r\n■ 이 글에서 앞 문장과의 연결고리가 될 수 있는 연결사를 찾아 세모 표시하시고 대명사가 있으면 앞 문장의 무엇을 나타내는지 쓰세요.
1,2013,11,44,2013-11-44,[장문3],
3,2013,11,45,2013-11-45,[장문3],
